"Hostname","AgentId","Groups","uuid","platform","distro","os","ip","status","agent_version","core_version","linked_on","last_connect","last_scanned","LastConnectUtc","LastScannedUtc","health_state_name"
"RMTLT10481","676987043","AIGI-Workstation","3fe11a7e-a98e-4c68-8758-c6277fd0d6b1","WINDOWS","win-x86-64",,"10.234.9.242","on",,"11.1.2","1774329441","1776796159","1776737840","4/21/2026 6:29:19 PM","4/21/2026 2:17:20 AM","HEALTHY"
"RMTLT10548","676987054","ACS-Workstation","0bfab862-846a-446e-bf89-9da508af50bb","WINDOWS","win-x86-64",,"10.234.15.182","on",,"11.1.2","1774329457","1776796891","1776774108","4/21/2026 6:41:31 PM","4/21/2026 12:21:48 PM","HEALTHY"
"RMTLT11902","676997793","AIGI-Workstation","d6317d60-7c80-4366-86b3-462f5dc4e0ae","WINDOWS","win-x86-64",,"192.168.0.176","off",,"11.1.2","1774343284","1775866810","1775761265","4/11/2026 12:20:10 AM","4/9/2026 7:01:05 PM","HEALTHY"
"RMTLT12150","655579008","AIGI-Workstation","69b9cae4-a5df-43b9-bf02-2c1780b59499","WINDOWS","win-x86-64",,"10.24.8.245","on",,"11.1.2","1749713648","1776796473","1776796477","4/21/2026 6:34:33 PM","4/21/2026 6:34:37 PM","HEALTHY"
"RMTLT12220","676980487","AIGI-Workstation","c9609ac2-be85-44f7-ab5c-2c4d7a21a8f8","WINDOWS","win-x86-64",,"10.234.8.217","on",,"11.1.2","1774320437","1776796797","1776796800","4/21/2026 6:39:57 PM","4/21/2026 6:40:00 PM","HEALTHY"
"RMTLT12243","676982001","ACS-Workstation","f422cb3c-3f36-43ec-9461-2b457515ec61","WINDOWS","win-x86-64",,"10.234.9.11","off",,"11.1.2","1774322349","1774640541","1774527816","3/27/2026 7:42:21 PM","3/26/2026 12:23:36 PM","HEALTHY"
"RMTLT12244","655606337","AIGI-Workstation","e8840b05-c905-45a0-a8be-fc76d04fe848","WINDOWS","win-x86-64",,"10.1.10.61","on",,"11.1.2","1749733086","1776797898","1776737996","4/21/2026 6:58:18 PM","4/21/2026 2:19:56 AM","HEALTHY"
"RMTLT12245","677399448","AIGI-Workstation","31cb34f9-86e2-4e22-8d7b-1a118c49550a","WINDOWS","win-x86-64",,"10.24.10.26","on",,"11.1.2","1774888411","1776797835","1776797840","4/21/2026 6:57:15 PM","4/21/2026 6:57:20 PM","HEALTHY"
"RMTLT12246","676979431","AIGI-Workstation","891cab29-5dcf-4904-90f0-ff9d72a47bbc","WINDOWS","win-x86-64",,"10.234.8.19","on",,"11.1.2","1774318821","1776797165","1776737548","4/21/2026 6:46:05 PM","4/21/2026 2:12:28 AM","HEALTHY"
"RMTLT12277","655619806","AIGI-Workstation","ddcc6380-9f5b-4005-9b31-4629d9aa7d88","WINDOWS","win-x86-64",,"10.234.14.240","on",,"11.1.2","1749741961","1776797983","1776797988","4/21/2026 6:59:43 PM","4/21/2026 6:59:48 PM","HEALTHY"
"RMTLT12293","676990954","AIGI-Workstation","0236d100-98dc-487d-bc2f-50d323bc6bb2","WINDOWS","win-x86-64",,"10.234.11.127","on",,"11.1.2","1774335050","1776796486","1776796488","4/21/2026 6:34:46 PM","4/21/2026 6:34:48 PM","HEALTHY"
"RMTLT12312","676992390","AIGI-Workstation","5d48229d-174b-4f5d-9136-cfd867de7e25","WINDOWS","win-x86-64",,"10.24.11.220","off",,"11.1.2","1774336408","1775924630","1775874339","4/11/2026 4:23:50 PM","4/11/2026 2:25:39 AM","HEALTHY"
"RMTLT12530","676992694","AIGI-Workstation","8eb58c8a-3891-4ed7-b6c8-c9d490929b63","WINDOWS","win-x86-64",,"10.24.14.217","off",,"11.1.2","1774336722","1776712792","1776477885","4/20/2026 7:19:52 PM","4/18/2026 2:04:45 AM","HEALTHY"
"RMTLT12652","676987344","AIGI-Workstation","a3707c10-a69b-4483-971c-1947cf986a83","WINDOWS","win-x86-64",,"10.234.11.113","on",,"11.1.2","1774329907","1776797170","1776797173","4/21/2026 6:46:10 PM","4/21/2026 6:46:13 PM","HEALTHY"
"RMTLT12671","677382973","AIGI-Workstation","747786bc-ed75-43bd-85e8-fa085a7c667c","WINDOWS","win-x86-64",,"10.234.8.88","on",,"11.1.2","1774874050","1776796603","1776796612","4/21/2026 6:36:43 PM","4/21/2026 6:36:52 PM","HEALTHY"
"RMTLT12674","676982452","AIGI-Workstation","3b231008-a826-4abe-86c1-ff826e6f4576","WINDOWS","win-x86-64",,"10.24.10.83","on",,"11.1.2","1774323130","1776797201","1776797206","4/21/2026 6:46:41 PM","4/21/2026 6:46:46 PM","HEALTHY"
"RMTLT12788","655574667","AIGI-Workstation","a0bcc519-7b7f-475f-bdfc-3fc888146be5","WINDOWS","win-x86-64",,"192.168.1.112","off",,"11.1.2","1749710868","1774288720","1774188582","3/23/2026 5:58:40 PM","3/22/2026 2:09:42 PM","HEALTHY"
"RMTLT12796","655603445","AIGI-Workstation","b7fce906-b7ab-4901-a8c4-3ec511c437b6","WINDOWS","win-x86-64",,"10.0.0.12","off",,"11.1.2","1749731085","1774982595","1773152454","3/31/2026 6:43:15 PM","3/10/2026 2:20:54 PM","HEALTHY"
"RMTLT12797","676982317","AIGI-Workstation","da7ea792-15e8-4ff5-b80e-c5f54fa4bb9a","WINDOWS","win-x86-64",,"10.234.8.234","on",,"11.1.2","1774322825","1776797915","1776797918","4/21/2026 6:58:35 PM","4/21/2026 6:58:38 PM","HEALTHY"
"RMTLT12805","677014190","AIGI-Workstation","26091e0e-8628-44b3-a31d-79552bdf830b","WINDOWS","win-x86-64",,"10.233.218.191","off",,"11.1.2","1774360124","1774446934","1774378310","3/25/2026 1:55:34 PM","3/24/2026 6:51:50 PM","HEALTHY"
"RMTLT12830","678326682","ACS-Workstation","c8d6878a-2671-4086-928e-ddd384928cc1","WINDOWS","win-x86-64",,"10.234.10.16","on",,"11.1.2","1776263047","1776797684","1776782426","4/21/2026 6:54:44 PM","4/21/2026 2:40:26 PM","HEALTHY"
"RMTLT12841","676982789","AIGI-Workstation","1e1d70f1-a39f-435d-ad78-54caf81be278","WINDOWS","win-x86-64",,"10.234.11.122","on",,"11.1.2","1774323635","1776796494","1776796497","4/21/2026 6:34:54 PM","4/21/2026 6:34:57 PM","HEALTHY"
"RMTLT12842","678599540","AIGI-Workstation","91c8d91c-2c5d-4a0d-a486-067ead82583f","WINDOWS","win-x86-64",,"10.101.7.7","off",,"11.1.2","1776692712","1776692672",,"4/20/2026 1:44:32 PM",,"HEALTHY"
"RMTLT12892","655576510","AIGI-Workstation","de433490-d8b7-4d7c-9a91-52e1725dd8d3","WINDOWS","win-x86-64",,"10.10.108.129","off",,"11.1.2","1749711995","1774278854","1772724030","3/23/2026 3:14:14 PM","3/5/2026 3:20:30 PM","HEALTHY"
"RMTLT12908","677248467","AIGI-Workstation","acd76167-5cca-4b02-a64c-cc2b16a598ee","WINDOWS","win-x86-64",,"10.10.109.118","off",,"11.1.2","1774630150","1774630335",,"3/27/2026 4:52:15 PM",,"HEALTHY"
"RMTLT12936","657390259","AIGI-Workstation","9307782b-7517-4878-8256-d6541da30d85","WINDOWS","win-x86-64",,"10.112.10.109","on",,"11.1.2","1751289471","1776797106","1776797107","4/21/2026 6:45:06 PM","4/21/2026 6:45:07 PM","HEALTHY"
"RMTLT13006","676978063","AIGI-Workstation","a92ea0e7-eba8-4e7a-a248-7307f4603dc8","WINDOWS","win-x86-64",,"192.168.1.88","on",,"11.1.2","1774316811","1776797288","1776797290","4/21/2026 6:48:08 PM","4/21/2026 6:48:10 PM","HEALTHY"
"RMTLT13117","678610412","AIGI-Workstation","6fde0cdd-75d5-4ffd-8726-483d5a8028ba","WINDOWS","win-x86-64",,"10.10.109.91","off",,"11.1.2","1776702719","1776702782",,"4/20/2026 4:33:02 PM",,"HEALTHY"
"RMTLT13123","678228126","AIGI-Workstation","12ecd6a6-aac6-4c89-a6c5-e3ce48af362c","WINDOWS","win-x86-64",,"10.234.15.49","on",,"11.1.2","1776124969","1776797960","1776797963","4/21/2026 6:59:20 PM","4/21/2026 6:59:23 PM","HEALTHY"
"RMTLT13124","677352554","AIGI-Workstation","7cc447c5-387e-4d2b-8dd4-010937345b61","WINDOWS","win-x86-64",,"10.140.111.42","off",,"11.1.2","1774831259","1774875824",,"3/30/2026 1:03:44 PM",,"HEALTHY"
"RMTLT13128","676989310","AIGI-Workstation","174e863c-0518-4b54-bd62-f75e327cdf2c","WINDOWS","win-x86-64",,"192.168.4.99","off",,"11.1.2","1774332939","1775057929","1774923575","4/1/2026 3:38:49 PM","3/31/2026 2:19:35 AM","HEALTHY"
"RMTLT13140","676991329","AIGI-Workstation","3f33ab19-5e01-4319-9c18-ba73f0869caf","WINDOWS","win-x86-64",,"10.24.9.201","on",,"11.1.2","1774335490","1776796379","1776737996","4/21/2026 6:32:59 PM","4/21/2026 2:19:56 AM","HEALTHY"
"RMTLT13146","676990176","AIGI-Workstation","3b67cb95-6f58-4be7-8671-512944c57fac","WINDOWS","win-x86-64",,"10.234.9.47","on",,"11.1.2","1774334095","1776796232","1776737884","4/21/2026 6:30:32 PM","4/21/2026 2:18:04 AM","HEALTHY"
"RMTLT13230","678116636","AIGI-Workstation","0b5dc7b2-5e19-4359-993b-2a9fa3a532da","WINDOWS","win-x86-64",,"10.234.8.187","off",,"11.1.2","1775931481","1776076781",,"4/13/2026 10:39:41 AM",,"HEALTHY"
"RMTLT13230","677118130","AIGI-Workstation","17f40132-1a4d-488e-b91b-2a8cd0ed2fc6","WINDOWS","win-x86-64",,"192.168.1.154","off",,"11.1.2","1774480975","1774622659","1774552084","3/27/2026 2:44:19 PM","3/26/2026 7:08:04 PM","HEALTHY"
"RMTLT13230","678257937","AIGI-Workstation","28d5fa56-519c-4bdd-89d0-2dcdf0db4b31","WINDOWS","win-x86-64",,"192.168.1.154","off",,"11.1.2","1776171353","1776225883","1776193570","4/15/2026 4:04:43 AM","4/14/2026 7:06:10 PM","HEALTHY"
"RMTLT13230","678484675","AIGI-Workstation","3d6e5607-c74a-46ec-9737-cd4c49cbe0eb","WINDOWS","win-x86-64",,"10.234.8.236","off",,"11.1.2","1776469845","1776561816","1776478167","4/19/2026 1:23:36 AM","4/18/2026 2:09:27 AM","HEALTHY"
"RMTLT13230","678572157","AIGI-Workstation","4a8ba160-994e-47b0-9bde-8ee662b441d5","WINDOWS","win-x86-64",,"10.234.8.73","off",,"11.1.2","1776656316","1776744943","1776738912","4/21/2026 4:15:43 AM","4/21/2026 2:35:12 AM","HEALTHY"
"RMTLT13230","678529430","AIGI-Workstation","4b79f801-e13f-4b4b-8c79-6c8d21b958c9","WINDOWS","win-x86-64",,"192.168.1.154","off",,"11.1.2","1776563585","1776654495",,"4/20/2026 3:08:15 AM",,"HEALTHY"
"RMTLT13230","677711210","AIGI-Workstation","547b9cd0-85f6-4193-a269-4561df0a8e11","WINDOWS","win-x86-64",,"192.168.1.154","off",,"11.1.2","1775319797","1775482575","1775398510","4/6/2026 1:36:15 PM","4/5/2026 2:15:10 PM","HEALTHY"
"RMTLT13230","677018135","AIGI-Workstation","6b28fa97-110e-4d20-b576-b681d9f52eac","WINDOWS","win-x86-64",,"10.234.10.40","off",,"11.1.2","1774363829","1774479740","1774378177","3/25/2026 11:02:20 PM","3/24/2026 6:49:37 PM","HEALTHY"
"RMTLT13230","678401752","AIGI-Workstation","70a9d65a-27d6-48e8-8ddf-840431d5fe11","WINDOWS","win-x86-64",,"10.234.8.236","off",,"11.1.2","1776357499","1776469303","1776365744","4/17/2026 11:41:43 PM","4/16/2026 6:55:44 PM","HEALTHY"
"RMTLT13230","677470154","AIGI-Workstation","73877c12-ea3b-4065-901c-9b718b3a8572","WINDOWS","win-x86-64",,"192.168.1.154","off",,"11.1.2","1774974365","1775138281","1774982544","4/2/2026 1:58:01 PM","3/31/2026 6:42:24 PM","HEALTHY"
"RMTLT13230","677598419","AIGI-Workstation","73e0b933-4a9b-4554-9afb-c620d263e614","WINDOWS","win-x86-64",,"10.234.15.1","off",,"11.1.2","1775138783","1775227121","1775156944","4/3/2026 2:38:41 PM","4/2/2026 7:09:04 PM","HEALTHY"
"RMTLT13230","677242869","AIGI-Workstation","75e06dfb-b8c3-406d-b8f9-deb5c267694e","WINDOWS","win-x86-64",,"10.234.10.8","off",,"11.1.2","1774624643","1774713186","1774665011","3/28/2026 3:53:06 PM","3/28/2026 2:30:11 AM","HEALTHY"
"RMTLT13230","676936723","AIGI-Workstation","7b8ec4d4-a1eb-42f1-ad3b-bbdd108a7bf5","WINDOWS","win-x86-64",,"192.168.1.154","off",,"11.1.2","1774271410","1774362610",,"3/24/2026 2:30:10 PM",,"HEALTHY"
"RMTLT13230","678641621","AIGI-Workstation","7d8662d6-d567-485c-bee1-d88cc97f106c","WINDOWS","win-x86-64",,"10.234.14.140","on",,"11.1.2","1776746643","1776797311","1776797313","4/21/2026 6:48:31 PM","4/21/2026 6:48:33 PM","HEALTHY"
"RMTLT13230","677662283","AIGI-Workstation","837cd3b3-2708-42ee-8577-c6cb3ea723e2","WINDOWS","win-x86-64",,"10.234.15.1","off",,"11.1.2","1775229167","1775317758","1775269643","4/4/2026 3:49:18 PM","4/4/2026 2:27:23 AM","HEALTHY"
"RMTLT13230","677864430","AIGI-Workstation","83bc7211-e5df-4c3d-bfe2-d2ced4883cef","WINDOWS","win-x86-64",,"10.234.14.184","off",,"11.1.2","1775577029","1775663876","1775587314","4/8/2026 3:57:56 PM","4/7/2026 6:41:54 PM","HEALTHY"
"RMTLT13230","677386125","AIGI-Workstation","8d544f2c-2620-44bc-8c6e-8edbf4e860c3","WINDOWS","win-x86-64",,"10.234.9.17","off",,"11.1.2","1774876812","1774972299","1774966265","3/31/2026 3:51:39 PM","3/31/2026 2:11:05 PM","HEALTHY"
"RMTLT13230","677932828","AIGI-Workstation","8e357bfe-c13c-425c-89fb-aedc615305e9","WINDOWS","win-x86-64",,"192.168.1.154","off",,"11.1.2","1775664215","1775753052","1775744974","4/9/2026 4:44:12 PM","4/9/2026 2:29:34 PM","HEALTHY"
"RMTLT13230","678327540","AIGI-Workstation","9570ff53-2d3e-4127-b459-9e26af6e2541","WINDOWS","win-x86-64",,"10.234.8.236","off",,"11.1.2","1776263936","1776356823","1776306430","4/16/2026 4:27:03 PM","4/16/2026 2:27:10 AM","HEALTHY"
"RMTLT13230","677789968","AIGI-Workstation","96da6ccd-8592-41c9-bcfa-64bae305ca1e","WINDOWS","win-x86-64",,"10.234.14.184","off",,"11.1.2","1775483026","1775575497","1775571292","4/7/2026 3:24:57 PM","4/7/2026 2:14:52 PM","HEALTHY"
"RMTLT13230","678071121","AIGI-Workstation","9ade19d8-489c-4790-a87c-5285986b307e","WINDOWS","win-x86-64",,"10.234.13.238","off",,"11.1.2","1775843501","1775929796","1775874005","4/11/2026 5:49:56 PM","4/11/2026 2:20:05 AM","HEALTHY"
"RMTLT13230","678299277","AIGI-Workstation","cc0a5358-1ef2-426c-826b-592888443ac4","WINDOWS","win-x86-64",,"192.168.1.154","off",,"11.1.2","1776226053","1776263693",,"4/15/2026 2:34:53 PM",,"HEALTHY"
"RMTLT13230","676802322","AIGI-Workstation","d207bc2c-9062-4357-b398-b8f5dca83fcd","WINDOWS","win-x86-64",,"192.168.1.154","off",,"11.1.2","1774031596","1774270777",,"3/23/2026 12:59:37 PM",,"HEALTHY"
"RMTLT13230","677297927","AIGI-Workstation","ec58769b-9ae4-4a51-a6c6-76b9a0e7a56c","WINDOWS","win-x86-64",,"192.168.1.154","off",,"11.1.2","1774714338","1774875352",,"3/30/2026 12:55:52 PM",,"HEALTHY"
"RMTLT13230","678188548","AIGI-Workstation","fb17ee3f-347d-423c-b6e3-4bb4baca7e7c","WINDOWS","win-x86-64",,"10.234.8.187","off",,"11.1.2","1776078211","1776169761","1776132787","4/14/2026 12:29:21 PM","4/14/2026 2:13:07 AM","HEALTHY"
"RMTLT13230","678004298","AIGI-Workstation","fd5fa9fc-52bc-4faa-9a92-577952f4ab12","WINDOWS","win-x86-64",,"192.168.1.154","off",,"11.1.2","1775754157","1775843277","1775760426","4/10/2026 5:47:57 PM","4/9/2026 6:47:06 PM","HEALTHY"
"RMTLT13233","677012253","AIGI-Workstation","598e449d-a089-45b4-8fee-3ef00f6c60d5","WINDOWS","win-x86-64",,"10.112.108.165","on",,"11.1.2","1774358188","1776796666","1776796668","4/21/2026 6:37:46 PM","4/21/2026 6:37:48 PM","HEALTHY"
"RMTLT13236","677069828","AIGI-Workstation","c4d5172c-86df-4f50-a6a1-111234789a14","WINDOWS","win-x86-64",,"10.234.8.165","on",,"11.1.2","1774430471","1776797787","1776797788","4/21/2026 6:56:27 PM","4/21/2026 6:56:28 PM","HEALTHY"
"RMTLT13238","655597224","AIGI-Workstation","37c1622e-27b4-48f9-a898-bd82f94dfd76","WINDOWS","win-x86-64",,"10.234.11.242","on",,"11.1.2","1749726738","1776797553","1776797556","4/21/2026 6:52:33 PM","4/21/2026 6:52:36 PM","HEALTHY"
"RMTLT13239","676968232","AIGI-Workstation","80701fea-c759-4364-8055-71c9257af887","WINDOWS","win-x86-64",,"10.24.15.47","on",,"11.1.2","1774302988","1776797046","1776797469","4/21/2026 6:44:06 PM","4/21/2026 6:51:09 PM","HEALTHY"
"RMTLT13243","677984024","AIGI-Workstation","1fac73f2-d370-4d72-b547-1de68d56f0ba","WINDOWS","win-x86-64",,"10.234.10.32","on",,"11.1.2","1775735842","1776796364","1776365460","4/21/2026 6:32:44 PM","4/16/2026 6:51:00 PM","HEALTHY"
"RMTLT13256","642194468","AIGI-Workstation","7efce664-159b-4af5-b7d3-7f4f3d1c7503","WINDOWS","win-x86-64",,"192.168.100.61","off",,"11.1.2","1737055719","1776774394","1776740204","4/21/2026 12:26:34 PM","4/21/2026 2:56:44 AM","HEALTHY"
"RMTLT13260","677013572","AIGI-Workstation","734aa0ba-3eb5-45b3-9da6-3a82832147f7","WINDOWS","win-x86-64",,"10.112.10.235","on",,"11.1.2","1774359501","1776798031","1776798033","4/21/2026 7:00:31 PM","4/21/2026 7:00:33 PM","HEALTHY"
"RMTLT13267","655607836","AIGI-Workstation","98b60979-0399-430a-8ebb-caa37272d00e","WINDOWS","win-x86-64",,"10.233.177.133","on",,"11.1.2","1749733913","1776797735","1776797737","4/21/2026 6:55:35 PM","4/21/2026 6:55:37 PM","HEALTHY"
"RMTLT13271","677025860","AIGI-Workstation","d9d0539a-40de-42a7-99b7-50b70a3bb7c9","WINDOWS","win-x86-64",,"10.24.10.163","on",,"11.1.2","1774370689","1776797543","1776797549","4/21/2026 6:52:23 PM","4/21/2026 6:52:29 PM","HEALTHY"
"RMTLT13273","676980197","AIGI-Workstation","d69daa38-d029-4919-adfd-b127b6c88493","WINDOWS","win-x86-64",,"10.234.8.236","on",,"11.1.2","1774319859","1776796517","1776796521","4/21/2026 6:35:17 PM","4/21/2026 6:35:21 PM","HEALTHY"
"RMTLT13276","676989415","AIGI-Workstation","85a573ff-9ed7-4f82-8bcd-d47e2dcda879","WINDOWS","win-x86-64",,"10.234.11.123","on",,"11.1.2","1774333100","1776796360","1776737931","4/21/2026 6:32:40 PM","4/21/2026 2:18:51 AM","HEALTHY"
"RMTLT13278","676816772","ACS-Workstation","bb22d16e-f1e6-4b34-b793-4c54cfac1bc5","WINDOWS","win-x86-64",,"10.234.12.139","on",,"11.1.2","1774052701","1776796420","1776774108","4/21/2026 6:33:40 PM","4/21/2026 12:21:48 PM","HEALTHY"
"RMTLT13281","676988311","AIGI-Workstation","6bb9cb69-dff2-4817-9488-e4771dd9f0ba","WINDOWS","win-x86-64",,"10.234.13.170","on",,"11.1.2","1774331698","1776796925","1776796927","4/21/2026 6:42:05 PM","4/21/2026 6:42:07 PM","HEALTHY"
"RMTLT13282","676981084","AIGI-Workstation","2c7475f6-e593-415d-ae87-9eb65ddf285f","WINDOWS","win-x86-64",,"10.24.9.171","on",,"11.1.2","1774321328","1776797964","1776797968","4/21/2026 6:59:24 PM","4/21/2026 6:59:28 PM","HEALTHY"
"RMTLT13283","677010077","AIGI-Workstation","4ae6c515-dd76-468f-b040-1839d1da9a5f","WINDOWS","win-x86-64",,"10.234.8.202","on",,"11.1.2","1774356658","1776797715","1776797719","4/21/2026 6:55:15 PM","4/21/2026 6:55:19 PM","HEALTHY"
"RMTLT13284","676992692","AIGI-Workstation","254d3afc-3432-46f0-9561-65b72128babb","WINDOWS","win-x86-64",,"10.113.10.190","on",,"11.1.2","1774336714","1776797602","1776797605","4/21/2026 6:53:22 PM","4/21/2026 6:53:25 PM","HEALTHY"
"RMTLT13299","677011895","AIGI-Workstation","801c24d9-a14c-49e6-96ee-f3ef8e3b5f95","WINDOWS","win-x86-64",,"10.133.10.54","on",,"11.1.2","1774357868","1776796136","1776364912","4/21/2026 6:28:56 PM","4/16/2026 6:41:52 PM","HEALTHY"
"RMTLT13300","676989335","AIGI-Workstation","4c8a5abd-d637-43ae-bc92-ffaad4d5a899","WINDOWS","win-x86-64",,"10.134.111.150","on",,"11.1.2","1774332961","1776796468","1776796471","4/21/2026 6:34:28 PM","4/21/2026 6:34:31 PM","HEALTHY"
"RMTLT13301","677020918","AIGI-Workstation","e84470bd-acc4-4af3-b4df-40ec2e5d8a16","WINDOWS","win-x86-64",,"10.132.10.187","on",,"11.1.2","1774366350","1776796799","1776796802","4/21/2026 6:39:59 PM","4/21/2026 6:40:02 PM","HEALTHY"
"RMTLT13302","677013769","AIGI-Workstation","8fbd430e-39b9-44e9-8d32-0e0efc1badce","WINDOWS","win-x86-64",,"10.24.9.47","on",,"11.1.2","1774359689","1776796604","1776796609","4/21/2026 6:36:44 PM","4/21/2026 6:36:49 PM","HEALTHY"
"RMTLT13315","676989919","AIGI-Workstation","5766a130-0f69-49cf-8107-b296dd163d4d","WINDOWS","win-x86-64",,"10.234.11.249","on",,"11.1.2","1774333922","1776796328","1776737667","4/21/2026 6:32:08 PM","4/21/2026 2:14:27 AM","HEALTHY"
"RMTLT13319","677097815","AIGI-Workstation","f592e26a-ba10-47f8-b14e-921bada3a8de","WINDOWS","win-x86-64",,"10.234.12.133","on",,"11.1.2","1774458695","1776797926","1776797928","4/21/2026 6:58:46 PM","4/21/2026 6:58:48 PM","HEALTHY"
"RMTLT13324","677038948","AIGI-Workstation","abb1959b-7133-4f83-bf38-ba9dee888151","WINDOWS","win-x86-64",,"10.234.11.229","on",,"11.1.2","1774384360","1776797376","1776797379","4/21/2026 6:49:36 PM","4/21/2026 6:49:39 PM","HEALTHY"
"RMTLT13332","677015995","AIGI-Workstation","ad55f7d5-3523-4cdf-b14f-656ee4d80b68","WINDOWS","win-x86-64",,"10.24.8.27","on",,"11.1.2","1774361703","1776796190","1776365251","4/21/2026 6:29:50 PM","4/16/2026 6:47:31 PM","HEALTHY"
"RMTLT13337","677102313","AIGI-Workstation","b1684a96-c29b-45aa-8b56-a466af4f0bd5","WINDOWS","win-x86-64",,"10.144.10.71","on",,"11.1.2","1774462694","1776796850","1776796855","4/21/2026 6:40:50 PM","4/21/2026 6:40:55 PM","HEALTHY"
"RMTLT13338","676985243","AIGI-Workstation","510b6af9-6284-4379-9e6b-7d33979ce493","WINDOWS","win-x86-64",,"10.234.8.110","on",,"11.1.2","1774327325","1776796055","1776798070","4/21/2026 6:27:35 PM","4/21/2026 7:01:10 PM","HEALTHY"
"RMTLT13342","677532121","AIGI-Workstation","9cbc6cfe-5f92-412f-80cc-aaf49fb58843","WINDOWS","win-x86-64",,"10.24.15.25","on",,"11.1.2","1775054093","1776797401","1776738934","4/21/2026 6:50:01 PM","4/21/2026 2:35:34 AM","HEALTHY"
"RMTLT13344","676983496","AIGI-Workstation","5fbecbef-0cac-43d7-b92e-44abf2d090e5","WINDOWS","win-x86-64",,"10.24.10.249","on",,"11.1.2","1774324710","1776798023","1776798027","4/21/2026 7:00:23 PM","4/21/2026 7:00:27 PM","HEALTHY"
"RMTLT13345","676985771","AIGI-Workstation","7b7c72ac-ec82-4edc-9231-3d193b3afc47","WINDOWS","win-x86-64",,"10.24.15.68","on",,"11.1.2","1774327977","1776796354","1776738029","4/21/2026 6:32:34 PM","4/21/2026 2:20:29 AM","HEALTHY"
"RMTLT13347","676987513","AIGI-Workstation","05a57816-5fbf-40fe-a475-2abfb212a7dd","WINDOWS","win-x86-64",,"10.134.111.147","off",,"11.1.2","1774330238","1776776781","1776478436","4/21/2026 1:06:21 PM","4/18/2026 2:13:56 AM","HEALTHY"
"RMTLT13348","676996683","AIGI-Workstation","cc6dfe50-f377-40c4-95c6-4c96ea0e0fc6","WINDOWS","win-x86-64",,"10.234.11.191","on",,"11.1.2","1774342484","1776797287","1776797291","4/21/2026 6:48:07 PM","4/21/2026 6:48:11 PM","HEALTHY"
"RMTLT13349","676998198","AIGI-Workstation","83aba856-392b-44a4-b28b-308d79bf5e94","WINDOWS","win-x86-64",,"10.234.9.150","on",,"11.1.2","1774343901","1776797830","1776737891","4/21/2026 6:57:10 PM","4/21/2026 2:18:11 AM","HEALTHY"
"RMTLT13352","655934756","AIGI-Workstation","abfd2456-1179-4444-a303-580da73e0955","WINDOWS","win-x86-64",,"10.234.14.163","on",,"11.1.2","1750079511","1776797276","1776797279","4/21/2026 6:47:56 PM","4/21/2026 6:47:59 PM","HEALTHY"
"RMTLT13354","676991599","AIGI-Workstation","d40e15be-45af-452c-be4c-7c3538a9cf48","WINDOWS","win-x86-64",,"10.234.9.202","on",,"11.1.2","1774335865","1776797548","1776797784","4/21/2026 6:52:28 PM","4/21/2026 6:56:24 PM","HEALTHY"
"RMTLT13356","677013814","AIGI-Workstation","db1a37fd-304b-40ea-9b43-9f05f09d8beb","WINDOWS","win-x86-64",,"10.233.176.133","on",,"11.1.2","1774359731","1776797015","1776797017","4/21/2026 6:43:35 PM","4/21/2026 6:43:37 PM","HEALTHY"
"RMTLT13359","655576672","AIGI-Workstation","966a1284-d5d2-42fc-9c8a-740a998477a1","WINDOWS","win-x86-64",,"10.234.11.185","on",,"11.1.2","1749712139","1776796243","1776737703","4/21/2026 6:30:43 PM","4/21/2026 2:15:03 AM","HEALTHY"
"RMTLT13362","676978479","AIGI-Workstation","ae5f6f4e-13ed-4238-9d96-695b2451cb09","WINDOWS","win-x86-64",,"10.24.9.125","on",,"11.1.2","1774317593","1776797184","1776797188","4/21/2026 6:46:24 PM","4/21/2026 6:46:28 PM","HEALTHY"
"RMTLT13365","677615498","AIGI-Workstation","866cb1cf-b899-40bd-a19d-e1826d00e929","WINDOWS","win-x86-64",,"10.233.217.35","on",,"11.1.2","1775157031","1776797467","1776797470","4/21/2026 6:51:07 PM","4/21/2026 6:51:10 PM","HEALTHY"
"RMTLT13366","676985820","AIGI-Workstation","57b983b2-78b0-404c-ba44-9fa20e05d9f4","WINDOWS","win-x86-64",,"10.234.9.147","on",,"11.1.2","1774328040","1776796949","1776796952","4/21/2026 6:42:29 PM","4/21/2026 6:42:32 PM","HEALTHY"
"RMTLT13367","676988529","AIGI-Workstation","a738f7cb-4da0-4602-8697-e0efc9833b31","WINDOWS","win-x86-64",,"10.137.10.28","on",,"11.1.2","1774331993","1776797442","1776797444","4/21/2026 6:50:42 PM","4/21/2026 6:50:44 PM","HEALTHY"
"RMTLT13368","677012212","AIGI-Workstation","18070aa6-0218-4b3b-af38-d851e4ff56be","WINDOWS","win-x86-64",,"192.168.4.26","on",,"11.1.2","1774358149","1776797070","1776797072","4/21/2026 6:44:30 PM","4/21/2026 6:44:32 PM","HEALTHY"
"RMTLT13369","677381437","AIGI-Workstation","a22bb732-35a3-4327-b0c6-1680a88c2f99","WINDOWS","win-x86-64",,"192.168.0.218","on",,"11.1.2","1774872639","1776797988","1776797996","4/21/2026 6:59:48 PM","4/21/2026 6:59:56 PM","HEALTHY"
